id,thana,lat,lon,case_no,date,serial,total_amo,t56,lead_cartridge,rubber_cartridge,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell,area,area_lat,area_lon
1,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,1,39,0,0,0,39,0,0,39,0,Shahbagh,23.73435586,90.39142227
2,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,2,56,0,39,17,0,0,39,17,0,Shahbagh,23.73435586,90.39142227
3,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,3,37,0,0,0,37,0,0,37,0,Shahbagh,23.73435586,90.39142227
4,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,4,11,0,3,8,0,0,3,8,0,Shahbagh,23.73435586,90.39142227
5,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,5,6,0,3,3,0,0,3,3,0,Shahbagh,23.73435586,90.39142227
6,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,6,6,0,0,6,0,0,0,6,0,Shahbagh,23.73435586,90.39142227
7,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,7,6,0,1,5,0,0,1,5,0,Shahbagh,23.73435586,90.39142227
8,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,8,14,0,4,10,0,0,4,10,0,Shahbagh,23.73435586,90.39142227
9,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,9,8,0,3,5,0,0,3,5,0,Shahbagh,23.73435586,90.39142227
10,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,10,13,0,3,10,0,0,3,10,0,Shahbagh,23.73435586,90.39142227
11,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,11,1,1,0,0,0,0,1,0,0,Shahbagh,23.73435586,90.39142227
12,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,12,10,0,0,0,10,0,0,10,0,Shahbagh,23.73435586,90.39142227
13,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,13,5,0,0,0,5,0,0,5,0,Shahbagh,23.73435586,90.39142227
14,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,14,4,0,0,0,4,0,0,4,0,Shahbagh,23.73435586,90.39142227
15,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,15,4,4,0,0,0,0,4,0,0,Shahbagh,23.73435586,90.39142227
16,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,16,1,1,0,0,0,0,1,0,0,Shahbagh,23.73435586,90.39142227
17,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,17,2,2,0,0,0,0,2,0,0,Shahbagh,23.73435586,90.39142227
18,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,18,12,12,0,0,0,0,12,0,0,Shahbagh,23.73435586,90.39142227
19,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,19,6,6,0,0,0,0,6,0,0,Shahbagh,23.73435586,90.39142227
20,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,20,4,4,0,0,0,0,4,0,0,Shahbagh,23.73435586,90.39142227
21,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,21,3,3,0,0,0,0,3,0,0,Shahbagh,23.73435586,90.39142227
22,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,22,4,4,0,0,0,0,4,0,0,Shahbagh,23.73435586,90.39142227
23,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,23,4,4,0,0,0,0,4,0,0,Shahbagh,23.73435586,90.39142227
24,Shahbagh,23.72736443,90.38943744,২৮/২৯৪,19/07/2024,24,2,2,0,0,0,0,2,0,0,Shahbagh,23.73435586,90.39142227
25,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,25,60,0,0,0,60,0,0,60,0,Shahbagh,23.73435586,90.39142227
26,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,26,58,0,0,0,58,0,0,58,0,Shahbagh,23.73435586,90.39142227
27,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,27,20,0,10,10,0,0,10,10,0,Shahbagh,23.73435586,90.39142227
28,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,28,35,0,0,0,35,0,0,35,0,Shahbagh,23.73435586,90.39142227
29,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,29,25,0,0,0,25,0,0,25,0,Shahbagh,23.73435586,90.39142227
30,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,30,8,0,2,6,0,0,2,6,0,Shahbagh,23.73435586,90.39142227
31,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,31,3,0,0,3,0,0,0,3,0,Shahbagh,23.73435586,90.39142227
32,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,32,12,0,4,8,0,0,4,8,0,Shahbagh,23.73435586,90.39142227
33,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,33,3,0,0,0,3,0,0,3,0,Shahbagh,23.73435586,90.39142227
34,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,34,2,0,0,0,2,0,0,2,0,Shahbagh,23.73435586,90.39142227
35,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,35,4,0,0,0,4,0,0,4,0,Shahbagh,23.73435586,90.39142227
36,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,36,3,0,0,0,3,0,0,3,0,Shahbagh,23.73435586,90.39142227
37,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,37,14,0,4,10,0,0,4,10,0,Shahbagh,23.73435586,90.39142227
38,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,38,2,0,2,0,0,0,2,0,0,Shahbagh,23.73435586,90.39142227
39,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,39,3,0,3,0,0,0,3,0,0,Shahbagh,23.73435586,90.39142227
40,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,40,3,0,3,0,0,0,3,0,0,Shahbagh,23.73435586,90.39142227
41,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,41,16,0,0,16,0,0,0,16,0,Shahbagh,23.73435586,90.39142227
42,Shahbagh,23.72736443,90.38943744,২৭/২৯৩,18/07/2024,42,7,0,7,0,0,0,7,0,0,Shahbagh,23.73435586,90.39142227
43,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,43,6,0,0,6,0,0,0,6,0,Shahbagh,23.73435586,90.39142227
44,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,44,5,0,3,2,0,0,3,2,0,Shahbagh,23.73435586,90.39142227
45,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,45,4,0,0,4,0,0,0,4,0,Shahbagh,23.73435586,90.39142227
46,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,46,5,0,2,3,0,0,2,3,0,Shahbagh,23.73435586,90.39142227
47,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,47,9,0,0,9,0,0,0,9,0,Shahbagh,23.73435586,90.39142227
48,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,48,4,0,2,2,0,0,2,2,0,Shahbagh,23.73435586,90.39142227
49,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,49,6,0,1,5,0,0,1,5,0,Shahbagh,23.73435586,90.39142227
50,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,50,4,0,2,2,0,0,2,2,0,Shahbagh,23.73435586,90.39142227
51,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,51,5,0,0,5,0,0,0,5,0,Shahbagh,23.73435586,90.39142227
52,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,52,11,0,1,10,0,0,1,10,0,Shahbagh,23.73435586,90.39142227
53,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,53,14,0,4,10,0,0,4,10,0,Shahbagh,23.73435586,90.39142227
54,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,54,3,0,0,0,3,0,0,3,0,Shahbagh,23.73435586,90.39142227
55,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,55,3,0,0,0,3,0,0,3,0,Shahbagh,23.73435586,90.39142227
56,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,56,6,0,1,5,0,0,1,5,0,Shahbagh,23.73435586,90.39142227
57,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,57,20,0,5,15,0,0,5,15,0,Shahbagh,23.73435586,90.39142227
58,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,58,6,0,0,6,0,0,0,6,0,Shahbagh,23.73435586,90.39142227
59,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,59,7,0,6,1,0,0,6,1,0,Shahbagh,23.73435586,90.39142227
60,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,60,7,0,0,0,5,2,0,7,0,Shahbagh,23.73435586,90.39142227
61,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,61,5,0,0,0,5,0,0,5,0,Shahbagh,23.73435586,90.39142227
62,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,62,5,0,0,0,5,0,0,5,0,Shahbagh,23.73435586,90.39142227
63,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,63,4,0,0,0,4,0,0,4,0,Shahbagh,23.73435586,90.39142227
64,DU Area,23.73435586,90.39142227,২৫/২৯১,17/07/2024,64,38,0,0,0,38,0,0,38,0,Shahbagh,23.73435586,90.39142227
65,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,65,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
66,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,66,38,0,0,0,38,0,0,38,0,Mohammadpur,23.75614193,90.35677533
67,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,67,30,0,0,10,0,0,20,10,0,Mohammadpur,23.75614193,90.35677533
68,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,68,37,0,25,12,0,0,25,12,0,Mohammadpur,23.75614193,90.35677533
69,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,69,40,0,22,18,0,0,22,18,0,Mohammadpur,23.75614193,90.35677533
70,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,70,46,0,28,18,0,0,28,18,0,Mohammadpur,23.75614193,90.35677533
71,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,71,41,0,25,16,0,0,25,16,0,Mohammadpur,23.75614193,90.35677533
72,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,72,46,0,30,16,0,0,30,16,0,Mohammadpur,23.75614193,90.35677533
73,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,73,50,0,30,20,0,0,30,20,0,Mohammadpur,23.75614193,90.35677533
74,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,74,40,0,18,22,0,0,18,22,0,Mohammadpur,23.75614193,90.35677533
75,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,75,38,0,22,16,0,0,22,16,0,Mohammadpur,23.75614193,90.35677533
76,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,76,40,0,24,16,0,0,24,16,0,Mohammadpur,23.75614193,90.35677533
77,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,77,46,0,22,24,0,0,22,24,0,Mohammadpur,23.75614193,90.35677533
78,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,78,40,0,27,13,0,0,27,13,0,Mohammadpur,23.75614193,90.35677533
79,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,79,40,0,25,15,0,0,25,15,0,Mohammadpur,23.75614193,90.35677533
80,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,80,40,0,28,12,0,0,28,12,0,Mohammadpur,23.75614193,90.35677533
81,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,81,40,0,30,10,0,0,30,10,0,Mohammadpur,23.75614193,90.35677533
82,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,82,40,0,29,11,0,0,29,11,0,Mohammadpur,23.75614193,90.35677533
83,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,83,40,0,27,13,0,0,27,13,0,Mohammadpur,23.75614193,90.35677533
84,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,84,40,0,25,15,0,0,25,15,0,Mohammadpur,23.75614193,90.35677533
85,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,85,5,0,0,0,5,0,0,5,0,Mohammadpur,23.75614193,90.35677533
86,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,86,7,0,0,0,7,0,0,7,0,Mohammadpur,23.75614193,90.35677533
87,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,87,2,0,0,0,2,0,0,2,0,Mohammadpur,23.75614193,90.35677533
88,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,88,1,0,0,0,1,0,0,1,0,Mohammadpur,23.75614193,90.35677533
89,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,89,11,0,0,0,11,0,0,11,0,Mohammadpur,23.75614193,90.35677533
90,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,90,29,0,0,0,29,0,0,29,0,Mohammadpur,23.75614193,90.35677533
91,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,91,8,0,0,0,8,0,0,8,0,Mohammadpur,23.75614193,90.35677533
92,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,92,7,0,0,0,7,0,0,7,0,Mohammadpur,23.75614193,90.35677533
93,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,93,59,59,0,0,0,0,59,0,0,Mohammadpur,23.75614193,90.35677533
94,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,94,4,0,0,0,4,0,0,4,0,Mohammadpur,23.75614193,90.35677533
95,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,95,2,0,0,0,2,0,0,2,0,Mohammadpur,23.75614193,90.35677533
96,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,96,5,0,0,0,5,0,0,5,0,Mohammadpur,23.75614193,90.35677533
97,Mohammadpur,23.75614193,90.35677533,৯১/১০২১,19/07/2024,97,5,0,0,0,5,0,0,5,0,Mohammadpur,23.75614193,90.35677533
98,Mohammadpur,23.75614193,90.35677533,৮৯/১০১৯,19/07/2024,98,2,0,0,0,2,0,0,2,0,Mohammadpur,23.75614193,90.35677533
99,Mohammadpur,23.75614193,90.35677533,৮৯/১০১৯,19/07/2024,99,1,0,1,0,0,0,1,0,0,Mohammadpur,23.75614193,90.35677533
100,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,100,14,14,0,0,0,0,14,0,0,Mohammadpur,23.75614193,90.35677533
101,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,101,10,10,0,0,0,0,10,0,0,Mohammadpur,23.75614193,90.35677533
102,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,102,6,6,0,0,0,0,6,0,0,Mohammadpur,23.75614193,90.35677533
103,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,103,19,19,0,0,0,0,19,0,0,Mohammadpur,23.75614193,90.35677533
104,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,104,5,5,0,0,0,0,5,0,0,Mohammadpur,23.75614193,90.35677533
105,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,105,1,1,0,0,0,0,1,0,0,Mohammadpur,23.75614193,90.35677533
106,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,106,1,0,0,0,0,0,1,0,0,Mohammadpur,23.75614193,90.35677533
107,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,107,2,0,0,0,0,0,2,0,0,Mohammadpur,23.75614193,90.35677533
108,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,108,1,0,0,0,0,0,1,0,0,Mohammadpur,23.75614193,90.35677533
109,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,109,5,0,0,0,0,0,5,0,0,Mohammadpur,23.75614193,90.35677533
110,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,110,2,0,0,0,0,0,2,0,0,Mohammadpur,23.75614193,90.35677533
111,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,111,4,0,0,0,0,0,4,0,0,Mohammadpur,23.75614193,90.35677533
112,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,112,1,0,0,0,0,0,1,0,0,Mohammadpur,23.75614193,90.35677533
113,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,113,5,0,0,5,0,0,0,5,0,Mohammadpur,23.75614193,90.35677533
114,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,114,14,0,0,14,0,0,0,14,0,Mohammadpur,23.75614193,90.35677533
115,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,115,1,0,0,1,0,0,0,1,0,Mohammadpur,23.75614193,90.35677533
116,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,116,8,0,0,8,0,0,0,8,0,Mohammadpur,23.75614193,90.35677533
117,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,117,2,0,0,2,0,0,0,2,0,Mohammadpur,23.75614193,90.35677533
118,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,118,14,0,0,14,0,0,0,14,0,Mohammadpur,23.75614193,90.35677533
119,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,119,11,0,0,11,0,0,0,11,0,Mohammadpur,23.75614193,90.35677533
120,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,120,4,0,0,4,0,0,0,4,0,Mohammadpur,23.75614193,90.35677533
121,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,121,11,0,0,11,0,0,0,11,0,Mohammadpur,23.75614193,90.35677533
122,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,122,2,0,0,2,0,0,0,2,0,Mohammadpur,23.75614193,90.35677533
123,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,123,10,0,5,5,0,0,5,5,0,Mohammadpur,23.75614193,90.35677533
124,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,124,5,0,2,3,0,0,2,3,0,Mohammadpur,23.75614193,90.35677533
125,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,125,5,0,3,2,0,0,3,2,0,Mohammadpur,23.75614193,90.35677533
126,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,126,18,0,9,9,0,0,9,9,0,Mohammadpur,23.75614193,90.35677533
127,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,127,6,0,3,3,0,0,3,3,0,Mohammadpur,23.75614193,90.35677533
128,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,128,18,0,9,9,0,0,9,9,0,Mohammadpur,23.75614193,90.35677533
129,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,129,10,0,0,10,0,0,0,10,0,Mohammadpur,23.75614193,90.35677533
130,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,130,10,0,0,10,0,0,0,10,0,Mohammadpur,23.75614193,90.35677533
131,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,131,7,0,5,2,0,0,5,2,0,Mohammadpur,23.75614193,90.35677533
132,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,132,6,0,3,3,0,0,3,3,0,Mohammadpur,23.75614193,90.35677533
133,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,133,4,0,0,4,0,0,0,4,0,Mohammadpur,23.75614193,90.35677533
134,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,134,5,0,0,5,0,0,0,5,0,Mohammadpur,23.75614193,90.35677533
135,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,135,9,0,4,5,0,0,4,5,0,Mohammadpur,23.75614193,90.35677533
136,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,136,5,0,0,5,0,0,0,5,0,Mohammadpur,23.75614193,90.35677533
137,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,137,10,0,5,5,0,0,5,5,0,Mohammadpur,23.75614193,90.35677533
138,Mohammadpur,23.75614193,90.35677533,৮৭/১০১৭,19/07/2024,138,10,0,0,0,10,0,0,10,0,Mohammadpur,23.75614193,90.35677533
139,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,139,84,0,84,0,0,0,84,0,0,Mohammadpur,23.75614193,90.35677533
140,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,140,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
141,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,141,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
142,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,142,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
143,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,143,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
144,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,144,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
145,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,145,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
146,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,146,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
147,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,147,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
148,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,148,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
149,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,149,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
150,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,150,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
151,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,151,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
152,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,152,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
153,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,153,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
154,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,154,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
155,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,155,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
156,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,156,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
157,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,157,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
158,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,158,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
159,Mohammadpur,23.75614193,90.35677533,৮৬/১০১৬,20/07/2024,159,50,0,50,0,0,0,50,0,0,Mohammadpur,23.75614193,90.35677533
160,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,160,10,0,0,0,10,0,0,10,0,Mohammadpur,23.75614193,90.35677533
161,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,161,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
162,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,162,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
163,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,163,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
164,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,164,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
165,Mohammadpur,23.75614193,90.35677533,৮৮/১০১৮,18/07/2024,165,20,0,0,0,20,0,0,20,0,Mohammadpur,23.75614193,90.35677533
166,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,166,10,0,7,3,0,0,7,3,0,Mohammadpur,23.75614193,90.35677533
167,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,167,10,0,4,6,0,0,4,6,0,Mohammadpur,23.75614193,90.35677533
168,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,168,9,0,8,1,0,0,8,1,0,Mohammadpur,23.75614193,90.35677533
169,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,169,9,0,6,3,0,0,6,3,0,Mohammadpur,23.75614193,90.35677533
170,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,170,9,0,6,3,0,0,6,3,0,Mohammadpur,23.75614193,90.35677533
171,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,171,14,0,8,6,0,0,8,6,0,Mohammadpur,23.75614193,90.35677533
172,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,172,8,0,8,0,0,0,8,0,0,Mohammadpur,23.75614193,90.35677533
173,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,173,5,0,5,0,0,0,5,0,0,Mohammadpur,23.75614193,90.35677533
174,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,174,7,0,5,2,0,0,5,2,0,Mohammadpur,23.75614193,90.35677533
175,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,175,6,0,6,0,0,0,6,0,0,Mohammadpur,23.75614193,90.35677533
176,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,176,5,0,5,0,0,0,5,0,0,Mohammadpur,23.75614193,90.35677533
177,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,177,7,0,7,0,0,0,7,0,0,Mohammadpur,23.75614193,90.35677533
178,Mohammadpur,23.75614193,90.35677533,৯২/১০২২,20/07/2024,178,9,0,9,0,0,0,9,0,0,Mohammadpur,23.75614193,90.35677533
